id;nama;main_product;by_product;jenis;code_item;sku;slug;type;berat_kali;category_id;created_at;updated_at;deleted_at;key;status
1;Ayam Karkas Broiler;NULL;NULL;fresh;NULL;1211100000;ayam-karkas-broiler;NULL;NULL;1;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
2;Ayam Karkas Broiler 03-04;NULL;NULL;fresh;NULL;1211100001;ayam-karkas-broiler-03-04;NULL;NULL;1;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
3;Ayam Karkas Broiler 04-05;NULL;NULL;fresh;NULL;1211100002;ayam-karkas-broiler-04-05;NULL;NULL;1;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
4;Ayam Karkas Broiler 05-06;NULL;NULL;fresh;NULL;1211100003;ayam-karkas-broiler-05-06;NULL;NULL;1;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
5;Ayam Karkas Broiler 06-07;NULL;NULL;fresh;NULL;1211100004;ayam-karkas-broiler-06-07;NULL;NULL;1;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
6;Ayam Karkas Broiler 07-08;NULL;NULL;fresh;NULL;1211100005;ayam-karkas-broiler-07-08;NULL;NULL;1;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
7;Ayam Karkas Broiler 08-09;NULL;NULL;fresh;NULL;1211100006;ayam-karkas-broiler-08-09;NULL;NULL;1;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
8;Ayam Karkas Broiler 09-10;NULL;NULL;fresh;NULL;1211100007;ayam-karkas-broiler-09-10;NULL;NULL;1;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
9;Ayam Karkas Broiler 10-11;NULL;NULL;fresh;NULL;1211100008;ayam-karkas-broiler-10-11;NULL;NULL;1;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
10;Ayam Karkas Broiler 11-12;NULL;NULL;fresh;NULL;1211100009;ayam-karkas-broiler-11-12;NULL;NULL;1;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
11;Ayam Karkas Broiler 12-13;NULL;NULL;fresh;NULL;1211100010;ayam-karkas-broiler-12-13;NULL;NULL;1;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
12;Ayam Karkas Broiler 13-14;NULL;NULL;fresh;NULL;1211100011;ayam-karkas-broiler-13-14;NULL;NULL;1;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
13;Ayam Karkas Broiler 14-15;NULL;NULL;fresh;NULL;1211100012;ayam-karkas-broiler-14-15;NULL;NULL;1;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
14;Ayam Karkas Broiler 15-16;NULL;NULL;fresh;NULL;1211100013;ayam-karkas-broiler-15-16;NULL;NULL;1;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
15;Ayam Karkas Broiler 16-17;NULL;NULL;fresh;NULL;1211100014;ayam-karkas-broiler-16-17;NULL;NULL;1;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
16;Ayam Karkas Broiler 17-18;NULL;NULL;fresh;NULL;1211100015;ayam-karkas-broiler-17-18;NULL;NULL;1;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
17;Ayam Karkas Broiler 18-19;NULL;NULL;fresh;NULL;1211100016;ayam-karkas-broiler-18-19;NULL;NULL;1;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
18;Ayam Karkas Broiler 19-20;NULL;NULL;fresh;NULL;1211100017;ayam-karkas-broiler-19-20;NULL;NULL;1;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
19;Ayam Karkas Broiler 20-21;NULL;NULL;fresh;NULL;1211100018;ayam-karkas-broiler-20-21;NULL;NULL;1;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
20;Ayam Karkas Broiler 21-22;NULL;NULL;fresh;NULL;1211100019;ayam-karkas-broiler-21-22;NULL;NULL;1;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
21;Ayam Karkas Broiler 22-23;NULL;NULL;fresh;NULL;1211100020;ayam-karkas-broiler-22-23;NULL;NULL;1;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
22;Ayam Karkas Broiler 23-24;NULL;NULL;fresh;NULL;1211100021;ayam-karkas-broiler-23-24;NULL;NULL;1;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
23;Ayam Karkas Broiler 24-25;NULL;NULL;fresh;NULL;1211100022;ayam-karkas-broiler-24-25;NULL;NULL;1;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
24;Ayam Karkas Broiler 25 Up;NULL;NULL;fresh;NULL;1211100023;ayam-karkas-broiler-25-up;NULL;NULL;1;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
25;Ayam Utuh Broiler 03-04;NULL;NULL;fresh;NULL;1211200001;ayam-utuh-broiler-03-04;NULL;NULL;17;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
26;Ayam Utuh Broiler 04-05;NULL;NULL;fresh;NULL;1211200002;ayam-utuh-broiler-04-05;NULL;NULL;17;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
27;Ayam Utuh Broiler 05-06;NULL;NULL;fresh;NULL;1211200003;ayam-utuh-broiler-05-06;NULL;NULL;17;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
28;Ayam Utuh Broiler 06-07;NULL;NULL;fresh;NULL;1211200004;ayam-utuh-broiler-06-07;NULL;NULL;17;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
29;Ayam Utuh Broiler 07-08;NULL;NULL;fresh;NULL;1211200005;ayam-utuh-broiler-07-08;NULL;NULL;17;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
30;Ayam Utuh Broiler 08-09;NULL;NULL;fresh;NULL;1211200006;ayam-utuh-broiler-08-09;NULL;NULL;17;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
31;Ayam Utuh Broiler 09-10;NULL;NULL;fresh;NULL;1211200007;ayam-utuh-broiler-09-10;NULL;NULL;17;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
32;Ayam Utuh Broiler 10-11;NULL;NULL;fresh;NULL;1211200008;ayam-utuh-broiler-10-11;NULL;NULL;17;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
33;Ayam Utuh Broiler 11-12;NULL;NULL;fresh;NULL;1211200009;ayam-utuh-broiler-11-12;NULL;NULL;17;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
34;Ayam Utuh Broiler 12-13;NULL;NULL;fresh;NULL;1211200010;ayam-utuh-broiler-12-13;NULL;NULL;17;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
35;Ayam Utuh Broiler 13-14;NULL;NULL;fresh;NULL;1211200011;ayam-utuh-broiler-13-14;NULL;NULL;17;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
36;Ayam Utuh Broiler 14-15;NULL;NULL;fresh;NULL;1211200012;ayam-utuh-broiler-14-15;NULL;NULL;17;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
37;Ayam Utuh Broiler 15-16;NULL;NULL;fresh;NULL;1211200013;ayam-utuh-broiler-15-16;NULL;NULL;17;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
38;Ayam Utuh Broiler 16-17;NULL;NULL;fresh;NULL;1211200014;ayam-utuh-broiler-16-17;NULL;NULL;17;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
39;Ayam Utuh Broiler 17-18;NULL;NULL;fresh;NULL;1211200015;ayam-utuh-broiler-17-18;NULL;NULL;17;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
40;Ayam Utuh Broiler 18-19;NULL;NULL;fresh;NULL;1211200016;ayam-utuh-broiler-18-19;NULL;NULL;17;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
41;Ayam Utuh Broiler 19-20;NULL;NULL;fresh;NULL;1211200017;ayam-utuh-broiler-19-20;NULL;NULL;17;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
42;Ayam Utuh Broiler 20-21;NULL;NULL;fresh;NULL;1211200018;ayam-utuh-broiler-20-21;NULL;NULL;17;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
43;Ayam Utuh Broiler 21-22;NULL;NULL;fresh;NULL;1211200019;ayam-utuh-broiler-21-22;NULL;NULL;17;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
44;Ayam Utuh Broiler 22-23;NULL;NULL;fresh;NULL;1211200020;ayam-utuh-broiler-22-23;NULL;NULL;17;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
45;Ayam Utuh Broiler 23-24;NULL;NULL;fresh;NULL;1211200021;ayam-utuh-broiler-23-24;NULL;NULL;17;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
46;Ayam Utuh Broiler 24-25;NULL;NULL;fresh;NULL;1211200022;ayam-utuh-broiler-24-25;NULL;NULL;17;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
47;Ayam Utuh Broiler 25 Up;NULL;NULL;fresh;NULL;1211200023;ayam-utuh-broiler-25-up;NULL;NULL;17;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
48;Ayam Memar Broiler 03-04;NULL;NULL;fresh;NULL;1211300001;ayam-memar-broiler-03-04;NULL;NULL;1;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
49;Ayam Memar Broiler 04-05;NULL;NULL;fresh;NULL;1211300002;ayam-memar-broiler-04-05;NULL;NULL;1;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
50;Ayam Memar Broiler 05-06;NULL;NULL;fresh;NULL;1211300003;ayam-memar-broiler-05-06;NULL;NULL;1;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
51;Ayam Memar Broiler 06-07;NULL;NULL;fresh;NULL;1211300004;ayam-memar-broiler-06-07;NULL;NULL;1;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
52;Ayam Memar Broiler 07-08;NULL;NULL;fresh;NULL;1211300005;ayam-memar-broiler-07-08;NULL;NULL;1;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
53;Ayam Memar Broiler 08-09;NULL;NULL;fresh;NULL;1211300006;ayam-memar-broiler-08-09;NULL;NULL;1;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
54;Ayam Memar Broiler 09-10;NULL;NULL;fresh;NULL;1211300007;ayam-memar-broiler-09-10;NULL;NULL;1;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
55;Ayam Memar Broiler 10-11;NULL;NULL;fresh;NULL;1211300008;ayam-memar-broiler-10-11;NULL;NULL;1;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
56;Ayam Memar Broiler 11-12;NULL;NULL;fresh;NULL;1211300009;ayam-memar-broiler-11-12;NULL;NULL;1;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
57;Ayam Memar Broiler 12-13;NULL;NULL;fresh;NULL;1211300010;ayam-memar-broiler-12-13;NULL;NULL;1;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
58;Ayam Memar Broiler 13-14;NULL;NULL;fresh;NULL;1211300011;ayam-memar-broiler-13-14;NULL;NULL;1;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
59;Ayam Memar Broiler 14-15;NULL;NULL;fresh;NULL;1211300012;ayam-memar-broiler-14-15;NULL;NULL;1;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
60;Ayam Memar Broiler 15-16;NULL;NULL;fresh;NULL;1211300013;ayam-memar-broiler-15-16;NULL;NULL;1;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
61;Ayam Memar Broiler 16-17;NULL;NULL;fresh;NULL;1211300014;ayam-memar-broiler-16-17;NULL;NULL;1;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
62;Ayam Memar Broiler 17-18;NULL;NULL;fresh;NULL;1211300015;ayam-memar-broiler-17-18;NULL;NULL;1;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
63;Ayam Memar Broiler 18-19;NULL;NULL;fresh;NULL;1211300016;ayam-memar-broiler-18-19;NULL;NULL;1;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
64;Ayam Memar Broiler 19-20;NULL;NULL;fresh;NULL;1211300017;ayam-memar-broiler-19-20;NULL;NULL;1;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
65;Ayam Memar Broiler 20-21;NULL;NULL;fresh;NULL;1211300018;ayam-memar-broiler-20-21;NULL;NULL;1;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
66;Ayam Memar Broiler 21-22;NULL;NULL;fresh;NULL;1211300019;ayam-memar-broiler-21-22;NULL;NULL;1;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
67;Ayam Memar Broiler 22-23;NULL;NULL;fresh;NULL;1211300020;ayam-memar-broiler-22-23;NULL;NULL;1;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
68;Ayam Memar Broiler 23-24;NULL;NULL;fresh;NULL;1211300021;ayam-memar-broiler-23-24;NULL;NULL;1;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
69;Ayam Memar Broiler 24-25;NULL;NULL;fresh;NULL;1211300022;ayam-memar-broiler-24-25;NULL;NULL;1;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
70;Ayam Memar Broiler 25 Up;NULL;NULL;fresh;NULL;1211300023;ayam-memar-broiler-25-up;NULL;NULL;1;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
71;Ayam Parting Broiler 03-04;NULL;NULL;fresh;NULL;1211400001;ayam-parting-broiler-03-04;NULL;NULL;2;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
72;Ayam Parting Broiler 04-05;NULL;NULL;fresh;NULL;1211400002;ayam-parting-broiler-04-05;NULL;NULL;2;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
73;Ayam Parting Broiler 05-06;NULL;NULL;fresh;NULL;1211400003;ayam-parting-broiler-05-06;NULL;NULL;2;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
74;Ayam Parting Broiler 06-07;NULL;NULL;fresh;NULL;1211400004;ayam-parting-broiler-06-07;NULL;NULL;2;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
75;Ayam Parting Broiler 07-08;NULL;NULL;fresh;NULL;1211400005;ayam-parting-broiler-07-08;NULL;NULL;2;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
76;Ayam Parting Broiler 08-09;NULL;NULL;fresh;NULL;1211400006;ayam-parting-broiler-08-09;NULL;NULL;2;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
77;Ayam Parting Broiler 09-10;NULL;NULL;fresh;NULL;1211400007;ayam-parting-broiler-09-10;NULL;NULL;2;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
78;Ayam Parting Broiler 10-11;NULL;NULL;fresh;NULL;1211400008;ayam-parting-broiler-10-11;NULL;NULL;2;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
79;Ayam Parting Broiler 11-12;NULL;NULL;fresh;NULL;1211400009;ayam-parting-broiler-11-12;NULL;NULL;2;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
80;Ayam Parting Broiler 12-13;NULL;NULL;fresh;NULL;1211400010;ayam-parting-broiler-12-13;NULL;NULL;2;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
81;Ayam Parting Broiler 13-14;NULL;NULL;fresh;NULL;1211400011;ayam-parting-broiler-13-14;NULL;NULL;2;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
82;Ayam Parting Broiler 14-15;NULL;NULL;fresh;NULL;1211400012;ayam-parting-broiler-14-15;NULL;NULL;2;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
83;Ayam Parting Broiler 15-16;NULL;NULL;fresh;NULL;1211400013;ayam-parting-broiler-15-16;NULL;NULL;2;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
84;Ayam Parting Broiler 16-17;NULL;NULL;fresh;NULL;1211400014;ayam-parting-broiler-16-17;NULL;NULL;2;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
85;Ayam Parting Broiler 17-18;NULL;NULL;fresh;NULL;1211400015;ayam-parting-broiler-17-18;NULL;NULL;2;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
86;Ayam Parting Broiler 18-19;NULL;NULL;fresh;NULL;1211400016;ayam-parting-broiler-18-19;NULL;NULL;2;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
87;Ayam Parting Broiler 19-20;NULL;NULL;fresh;NULL;1211400017;ayam-parting-broiler-19-20;NULL;NULL;2;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
88;Ayam Parting Broiler 20-21;NULL;NULL;fresh;NULL;1211400018;ayam-parting-broiler-20-21;NULL;NULL;2;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
89;Ayam Parting Broiler 21-22;NULL;NULL;fresh;NULL;1211400019;ayam-parting-broiler-21-22;NULL;NULL;2;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
90;Ayam Parting Broiler 22-23;NULL;NULL;fresh;NULL;1211400020;ayam-parting-broiler-22-23;NULL;NULL;2;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
91;Ayam Parting Broiler 23-24;NULL;NULL;fresh;NULL;1211400021;ayam-parting-broiler-23-24;NULL;NULL;2;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
92;Ayam Parting Broiler 24-25;NULL;NULL;fresh;NULL;1211400022;ayam-parting-broiler-24-25;NULL;NULL;2;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
93;Ayam Parting Broiler 25 Up;NULL;NULL;fresh;NULL;1211400023;ayam-parting-broiler-25-up;NULL;NULL;2;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
94;Ayam Parting Marinasi Broiler 03-04;NULL;NULL;fresh;NULL;1211500001;ayam-parting-marinasi-broiler-03-04;NULL;NULL;3;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
95;Ayam Parting Marinasi Broiler 04-05;NULL;NULL;fresh;NULL;1211500002;ayam-parting-marinasi-broiler-04-05;NULL;NULL;3;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
96;Ayam Parting Marinasi Broiler 05-06;NULL;NULL;fresh;NULL;1211500003;ayam-parting-marinasi-broiler-05-06;NULL;NULL;3;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
97;Ayam Parting Marinasi Broiler 06-07;NULL;NULL;fresh;NULL;1211500004;ayam-parting-marinasi-broiler-06-07;NULL;NULL;3;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
98;Ayam Parting Marinasi Broiler 07-08;NULL;NULL;fresh;NULL;1211500005;ayam-parting-marinasi-broiler-07-08;NULL;NULL;3;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
99;Ayam Parting Marinasi Broiler 08-09;NULL;NULL;fresh;NULL;1211500006;ayam-parting-marinasi-broiler-08-09;NULL;NULL;3;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
100;Ayam Parting Marinasi Broiler 09-10;NULL;NULL;fresh;NULL;1211500007;ayam-parting-marinasi-broiler-09-10;NULL;NULL;3;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
101;Ayam Parting Marinasi Broiler 10-11;NULL;NULL;fresh;NULL;1211500008;ayam-parting-marinasi-broiler-10-11;NULL;NULL;3;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
102;Ayam Parting Marinasi Broiler 11-12;NULL;NULL;fresh;NULL;1211500009;ayam-parting-marinasi-broiler-11-12;NULL;NULL;3;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
103;Ayam Parting Marinasi Broiler 12-13;NULL;NULL;fresh;NULL;1211500010;ayam-parting-marinasi-broiler-12-13;NULL;NULL;3;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
104;Ayam Parting Marinasi Broiler 13-14;NULL;NULL;fresh;NULL;1211500011;ayam-parting-marinasi-broiler-13-14;NULL;NULL;3;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
105;Ayam Parting Marinasi Broiler 14-15;NULL;NULL;fresh;NULL;1211500012;ayam-parting-marinasi-broiler-14-15;NULL;NULL;3;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
106;Ayam Parting Marinasi Broiler 15-16;NULL;NULL;fresh;NULL;1211500013;ayam-parting-marinasi-broiler-15-16;NULL;NULL;3;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
107;Ayam Parting Marinasi Broiler 16-17;NULL;NULL;fresh;NULL;1211500014;ayam-parting-marinasi-broiler-16-17;NULL;NULL;3;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
108;Ayam Parting Marinasi Broiler 17-18;NULL;NULL;fresh;NULL;1211500015;ayam-parting-marinasi-broiler-17-18;NULL;NULL;3;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
109;Ayam Parting Marinasi Broiler 18-19;NULL;NULL;fresh;NULL;1211500016;ayam-parting-marinasi-broiler-18-19;NULL;NULL;3;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
110;Ayam Parting Marinasi Broiler 19-20;NULL;NULL;fresh;NULL;1211500017;ayam-parting-marinasi-broiler-19-20;NULL;NULL;3;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
111;Ayam Parting Marinasi Broiler 20-21;NULL;NULL;fresh;NULL;1211500018;ayam-parting-marinasi-broiler-20-21;NULL;NULL;3;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
112;Ayam Parting Marinasi Broiler 21-22;NULL;NULL;fresh;NULL;1211500019;ayam-parting-marinasi-broiler-21-22;NULL;NULL;3;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
113;Ayam Parting Marinasi Broiler 22-23;NULL;NULL;fresh;NULL;1211500020;ayam-parting-marinasi-broiler-22-23;NULL;NULL;3;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
114;Ayam Parting Marinasi Broiler 23-24;NULL;NULL;fresh;NULL;1211500021;ayam-parting-marinasi-broiler-23-24;NULL;NULL;3;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
115;Ayam Parting Marinasi Broiler 24-25;NULL;NULL;fresh;NULL;1211500022;ayam-parting-marinasi-broiler-24-25;NULL;NULL;3;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
116;Ayam Parting Marinasi Broiler 25 Up;NULL;NULL;fresh;NULL;1211500023;ayam-parting-marinasi-broiler-25-up;NULL;NULL;3;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
117;Boneless Dada Kulit Broiler;NULL;NULL;fresh;NULL;1211600001;boneless-dada-kulit-broiler;NULL;NULL;5;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
118;Boneless Dada Sayap Broiler;NULL;NULL;fresh;NULL;1211600002;boneless-dada-sayap-broiler;NULL;NULL;5;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
119;Boneless Dada Broiler;NULL;NULL;fresh;NULL;1211600003;boneless-dada-broiler;NULL;NULL;5;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
120;Boneless Paha Kulit Broiler;NULL;NULL;fresh;NULL;1211600004;boneless-paha-kulit-broiler;NULL;NULL;5;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
121;Boneless Paha Broiler;NULL;NULL;fresh;NULL;1211600005;boneless-paha-broiler;NULL;NULL;5;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
122;Dada Utuh Broiler;NULL;NULL;fresh;NULL;1211600006;dada-utuh-broiler;NULL;NULL;5;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
123;Daging Giling Dada Broiler;NULL;NULL;fresh;NULL;1211600007;daging-giling-dada-broiler;NULL;NULL;5;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
124;Daging Giling Paha Broiler;NULL;NULL;fresh;NULL;1211600008;daging-giling-paha-broiler;NULL;NULL;5;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
125;Daging Giling Mix Broiler;NULL;NULL;fresh;NULL;1211600009;daging-giling-mix-broiler;NULL;NULL;5;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
126;Fillet Broiler;NULL;NULL;fresh;NULL;1211600010;fillet-broiler;NULL;NULL;5;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
127;Paha Atas Broiler;NULL;NULL;fresh;NULL;1211600011;paha-atas-broiler;NULL;NULL;5;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
128;Paha Bawah Broiler;NULL;NULL;fresh;NULL;1211600012;paha-bawah-broiler;NULL;NULL;5;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
129;Paha Utuh Broiler;NULL;NULL;fresh;NULL;1211600013;paha-utuh-broiler;NULL;NULL;5;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
130;Sayap Tulip Broiler;NULL;NULL;fresh;NULL;1211600014;sayap-tulip-broiler;NULL;NULL;5;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
131;Sayap Broiler;NULL;NULL;fresh;NULL;1211600015;sayap-broiler;NULL;NULL;5;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
132;Triming Dada Kulit Broiler;NULL;NULL;fresh;NULL;1211600016;triming-dada-kulit-broiler;NULL;NULL;5;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
133;Triming Dada Broiler;NULL;NULL;fresh;NULL;1211600017;triming-dada-broiler;NULL;NULL;5;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
134;Triming Paha Broiler;NULL;NULL;fresh;NULL;1211600018;triming-paha-broiler;NULL;NULL;5;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
135;Triming Paha Kulit Broiler;NULL;NULL;fresh;NULL;1211600019;triming-paha-kulit-broiler;NULL;NULL;5;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
136;Kerongkong Broiler;NULL;NULL;fresh;NULL;1211700001;kerongkong-broiler;NULL;NULL;6;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
137;Kulit Broiler;NULL;NULL;fresh;NULL;1211700002;kulit-broiler;NULL;NULL;6;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
138;Lemak Broiler;NULL;NULL;fresh;NULL;1211700003;lemak-broiler;NULL;NULL;6;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
139;Punggung Broiler;NULL;NULL;fresh;NULL;1211700004;punggung-broiler;NULL;NULL;6;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
140;Sayap Cepet Broiler;NULL;NULL;fresh;NULL;1211700005;sayap-cepet-broiler;NULL;NULL;6;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
141;Triming Dada Lemak Broiler;NULL;NULL;fresh;NULL;1211700006;triming-dada-lemak-broiler;NULL;NULL;6;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
142;Triming Paha Lemak Broiler;NULL;NULL;fresh;NULL;1211700007;triming-paha-lemak-broiler;NULL;NULL;6;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
143;Tulang Dada Broiler;NULL;NULL;fresh;NULL;1211700008;tulang-dada-broiler;NULL;NULL;6;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
144;Tulang Leher Broiler;NULL;NULL;fresh;NULL;1211700009;tulang-leher-broiler;NULL;NULL;6;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
145;Tulang Paha Bawah Broiler;NULL;NULL;fresh;NULL;1211700010;tulang-paha-bawah-broiler;NULL;NULL;6;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
146;Tulang Paha Atas Broiler;NULL;NULL;fresh;NULL;1211700011;tulang-paha-atas-broiler;NULL;NULL;6;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
147;Tulang Paha Broiler;NULL;NULL;fresh;NULL;1211700012;tulang-paha-broiler;NULL;NULL;6;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
