id;nama;main_product;by_product;jenis;code_item;sku;slug;type;berat_kali;category_id;created_at;updated_at;deleted_at;key;status
842;Ayam Karkas Kampung 22-23 Frozen;NULL;NULL;frozen;NULL;1222100020;ayam-karkas-kampung-22-23-frozen;NULL;NULL;20;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
843;Ayam Karkas Kampung 23-24 Frozen;NULL;NULL;frozen;NULL;1222100021;ayam-karkas-kampung-23-24-frozen;NULL;NULL;20;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
844;Ayam Karkas Kampung 24-25 Frozen;NULL;NULL;frozen;NULL;1222100022;ayam-karkas-kampung-24-25-frozen;NULL;NULL;20;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
845;Ayam Karkas Kampung 25 Up Frozen;NULL;NULL;frozen;NULL;1222100023;ayam-karkas-kampung-25-up-frozen;NULL;NULL;20;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
846;Ayam Utuh Kampung 03-04 Frozen;NULL;NULL;frozen;NULL;1222200001;ayam-utuh-kampung-03-04-frozen;NULL;NULL;18;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
847;Ayam Utuh Kampung 04-05 Frozen;NULL;NULL;frozen;NULL;1222200002;ayam-utuh-kampung-04-05-frozen;NULL;NULL;18;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
848;Ayam Utuh Kampung 05-06 Frozen;NULL;NULL;frozen;NULL;1222200003;ayam-utuh-kampung-05-06-frozen;NULL;NULL;18;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
849;Ayam Utuh Kampung 06-07 Frozen;NULL;NULL;frozen;NULL;1222200004;ayam-utuh-kampung-06-07-frozen;NULL;NULL;18;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
850;Ayam Utuh Kampung 07-08 Frozen;NULL;NULL;frozen;NULL;1222200005;ayam-utuh-kampung-07-08-frozen;NULL;NULL;18;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
851;Ayam Utuh Kampung 08-09 Frozen;NULL;NULL;frozen;NULL;1222200006;ayam-utuh-kampung-08-09-frozen;NULL;NULL;18;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
852;Ayam Utuh Kampung 09-10 Frozen;NULL;NULL;frozen;NULL;1222200007;ayam-utuh-kampung-09-10-frozen;NULL;NULL;18;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
853;Ayam Utuh Kampung 10-11 Frozen;NULL;NULL;frozen;NULL;1222200008;ayam-utuh-kampung-10-11-frozen;NULL;NULL;18;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
854;Ayam Utuh Kampung 11-12 Frozen;NULL;NULL;frozen;NULL;1222200009;ayam-utuh-kampung-11-12-frozen;NULL;NULL;18;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
855;Ayam Utuh Kampung 12-13 Frozen;NULL;NULL;frozen;NULL;1222200010;ayam-utuh-kampung-12-13-frozen;NULL;NULL;18;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
856;Ayam Utuh Kampung 13-14 Frozen;NULL;NULL;frozen;NULL;1222200011;ayam-utuh-kampung-13-14-frozen;NULL;NULL;18;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
857;Ayam Utuh Kampung 14-15 Frozen;NULL;NULL;frozen;NULL;1222200012;ayam-utuh-kampung-14-15-frozen;NULL;NULL;18;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
858;Ayam Utuh Kampung 15-16 Frozen;NULL;NULL;frozen;NULL;1222200013;ayam-utuh-kampung-15-16-frozen;NULL;NULL;18;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
859;Ayam Utuh Kampung 16-17 Frozen;NULL;NULL;frozen;NULL;1222200014;ayam-utuh-kampung-16-17-frozen;NULL;NULL;18;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
860;Ayam Utuh Kampung 17-18 Frozen;NULL;NULL;frozen;NULL;1222200015;ayam-utuh-kampung-17-18-frozen;NULL;NULL;18;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
861;Ayam Utuh Kampung 18-19 Frozen;NULL;NULL;frozen;NULL;1222200016;ayam-utuh-kampung-18-19-frozen;NULL;NULL;18;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
862;Ayam Utuh Kampung 19-20 Frozen;NULL;NULL;frozen;NULL;1222200017;ayam-utuh-kampung-19-20-frozen;NULL;NULL;18;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
863;Ayam Utuh Kampung 20-21 Frozen;NULL;NULL;frozen;NULL;1222200018;ayam-utuh-kampung-20-21-frozen;NULL;NULL;18;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
864;Ayam Utuh Kampung 21-22 Frozen;NULL;NULL;frozen;NULL;1222200019;ayam-utuh-kampung-21-22-frozen;NULL;NULL;18;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
865;Ayam Utuh Kampung 22-23 Frozen;NULL;NULL;frozen;NULL;1222200020;ayam-utuh-kampung-22-23-frozen;NULL;NULL;18;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
866;Ayam Utuh Kampung 23-24 Frozen;NULL;NULL;frozen;NULL;1222200021;ayam-utuh-kampung-23-24-frozen;NULL;NULL;18;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
867;Ayam Utuh Kampung 24-25 Frozen;NULL;NULL;frozen;NULL;1222200022;ayam-utuh-kampung-24-25-frozen;NULL;NULL;18;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
868;Ayam Utuh Kampung 25 Up Frozen;NULL;NULL;frozen;NULL;1222200023;ayam-utuh-kampung-25-up-frozen;NULL;NULL;18;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
869;Ayam Memar Kampung 03-04 Frozen;NULL;NULL;frozen;NULL;1222300001;ayam-memar-kampung-03-04-frozen;NULL;NULL;20;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
870;Ayam Memar Kampung 04-05 Frozen;NULL;NULL;frozen;NULL;1222300002;ayam-memar-kampung-04-05-frozen;NULL;NULL;20;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
871;Ayam Memar Kampung 05-06 Frozen;NULL;NULL;frozen;NULL;1222300003;ayam-memar-kampung-05-06-frozen;NULL;NULL;20;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
872;Ayam Memar Kampung 06-07 Frozen;NULL;NULL;frozen;NULL;1222300004;ayam-memar-kampung-06-07-frozen;NULL;NULL;20;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
873;Ayam Memar Kampung 07-08 Frozen;NULL;NULL;frozen;NULL;1222300005;ayam-memar-kampung-07-08-frozen;NULL;NULL;20;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
874;Ayam Memar Kampung 08-09 Frozen;NULL;NULL;frozen;NULL;1222300006;ayam-memar-kampung-08-09-frozen;NULL;NULL;20;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
875;Ayam Memar Kampung 09-10 Frozen;NULL;NULL;frozen;NULL;1222300007;ayam-memar-kampung-09-10-frozen;NULL;NULL;20;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
876;Ayam Memar Kampung 10-11 Frozen;NULL;NULL;frozen;NULL;1222300008;ayam-memar-kampung-10-11-frozen;NULL;NULL;20;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
877;Ayam Memar Kampung 11-12 Frozen;NULL;NULL;frozen;NULL;1222300009;ayam-memar-kampung-11-12-frozen;NULL;NULL;20;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
878;Ayam Memar Kampung 12-13 Frozen;NULL;NULL;frozen;NULL;1222300010;ayam-memar-kampung-12-13-frozen;NULL;NULL;20;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
879;Ayam Memar Kampung 13-14 Frozen;NULL;NULL;frozen;NULL;1222300011;ayam-memar-kampung-13-14-frozen;NULL;NULL;20;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
880;Ayam Memar Kampung 14-15 Frozen;NULL;NULL;frozen;NULL;1222300012;ayam-memar-kampung-14-15-frozen;NULL;NULL;20;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
881;Ayam Memar Kampung 15-16 Frozen;NULL;NULL;frozen;NULL;1222300013;ayam-memar-kampung-15-16-frozen;NULL;NULL;20;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
882;Ayam Memar Kampung 16-17 Frozen;NULL;NULL;frozen;NULL;1222300014;ayam-memar-kampung-16-17-frozen;NULL;NULL;20;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
883;Ayam Memar Kampung 17-18 Frozen;NULL;NULL;frozen;NULL;1222300015;ayam-memar-kampung-17-18-frozen;NULL;NULL;20;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
884;Ayam Memar Kampung 18-19 Frozen;NULL;NULL;frozen;NULL;1222300016;ayam-memar-kampung-18-19-frozen;NULL;NULL;20;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
885;Ayam Memar Kampung 19-20 Frozen;NULL;NULL;frozen;NULL;1222300017;ayam-memar-kampung-19-20-frozen;NULL;NULL;20;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
886;Ayam Memar Kampung 20-21 Frozen;NULL;NULL;frozen;NULL;1222300018;ayam-memar-kampung-20-21-frozen;NULL;NULL;20;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
887;Ayam Memar Kampung 21-22 Frozen;NULL;NULL;frozen;NULL;1222300019;ayam-memar-kampung-21-22-frozen;NULL;NULL;20;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
888;Ayam Memar Kampung 22-23 Frozen;NULL;NULL;frozen;NULL;1222300020;ayam-memar-kampung-22-23-frozen;NULL;NULL;20;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
889;Ayam Memar Kampung 23-24 Frozen;NULL;NULL;frozen;NULL;1222300021;ayam-memar-kampung-23-24-frozen;NULL;NULL;20;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
890;Ayam Memar Kampung 24-25 Frozen;NULL;NULL;frozen;NULL;1222300022;ayam-memar-kampung-24-25-frozen;NULL;NULL;20;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
891;Ayam Memar Kampung 25 Up Frozen;NULL;NULL;frozen;NULL;1222300023;ayam-memar-kampung-25-up-frozen;NULL;NULL;20;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
892;Ayam Parting Kampung 03-04 Frozen;NULL;NULL;frozen;NULL;1222400001;ayam-parting-kampung-03-04-frozen;NULL;NULL;8;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
893;Ayam Parting Kampung 04-05 Frozen;NULL;NULL;frozen;NULL;1222400002;ayam-parting-kampung-04-05-frozen;NULL;NULL;8;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
894;Ayam Parting Kampung 05-06 Frozen;NULL;NULL;frozen;NULL;1222400003;ayam-parting-kampung-05-06-frozen;NULL;NULL;8;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
895;Ayam Parting Kampung 06-07 Frozen;NULL;NULL;frozen;NULL;1222400004;ayam-parting-kampung-06-07-frozen;NULL;NULL;8;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
896;Ayam Parting Kampung 07-08 Frozen;NULL;NULL;frozen;NULL;1222400005;ayam-parting-kampung-07-08-frozen;NULL;NULL;8;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
897;Ayam Parting Kampung 08-09 Frozen;NULL;NULL;frozen;NULL;1222400006;ayam-parting-kampung-08-09-frozen;NULL;NULL;8;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
898;Ayam Parting Kampung 09-10 Frozen;NULL;NULL;frozen;NULL;1222400007;ayam-parting-kampung-09-10-frozen;NULL;NULL;8;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
899;Ayam Parting Kampung 10-11 Frozen;NULL;NULL;frozen;NULL;1222400008;ayam-parting-kampung-10-11-frozen;NULL;NULL;8;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
900;Ayam Parting Kampung 11-12 Frozen;NULL;NULL;frozen;NULL;1222400009;ayam-parting-kampung-11-12-frozen;NULL;NULL;8;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
901;Ayam Parting Kampung 12-13 Frozen;NULL;NULL;frozen;NULL;1222400010;ayam-parting-kampung-12-13-frozen;NULL;NULL;8;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
902;Ayam Parting Kampung 13-14 Frozen;NULL;NULL;frozen;NULL;1222400011;ayam-parting-kampung-13-14-frozen;NULL;NULL;8;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
903;Ayam Parting Kampung 14-15 Frozen;NULL;NULL;frozen;NULL;1222400012;ayam-parting-kampung-14-15-frozen;NULL;NULL;8;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
904;Ayam Parting Kampung 15-16 Frozen;NULL;NULL;frozen;NULL;1222400013;ayam-parting-kampung-15-16-frozen;NULL;NULL;8;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
905;Ayam Parting Kampung 16-17 Frozen;NULL;NULL;frozen;NULL;1222400014;ayam-parting-kampung-16-17-frozen;NULL;NULL;8;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
906;Ayam Parting Kampung 17-18 Frozen;NULL;NULL;frozen;NULL;1222400015;ayam-parting-kampung-17-18-frozen;NULL;NULL;8;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
907;Ayam Parting Kampung 18-19 Frozen;NULL;NULL;frozen;NULL;1222400016;ayam-parting-kampung-18-19-frozen;NULL;NULL;8;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
908;Ayam Parting Kampung 19-20 Frozen;NULL;NULL;frozen;NULL;1222400017;ayam-parting-kampung-19-20-frozen;NULL;NULL;8;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
909;Ayam Parting Kampung 20-21 Frozen;NULL;NULL;frozen;NULL;1222400018;ayam-parting-kampung-20-21-frozen;NULL;NULL;8;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
910;Ayam Parting Kampung 21-22 Frozen;NULL;NULL;frozen;NULL;1222400019;ayam-parting-kampung-21-22-frozen;NULL;NULL;8;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
911;Ayam Parting Kampung 22-23 Frozen;NULL;NULL;frozen;NULL;1222400020;ayam-parting-kampung-22-23-frozen;NULL;NULL;8;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
912;Ayam Parting Kampung 23-24 Frozen;NULL;NULL;frozen;NULL;1222400021;ayam-parting-kampung-23-24-frozen;NULL;NULL;8;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
913;Ayam Parting Kampung 24-25 Frozen;NULL;NULL;frozen;NULL;1222400022;ayam-parting-kampung-24-25-frozen;NULL;NULL;8;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
914;Ayam Parting Kampung 25 Up Frozen;NULL;NULL;frozen;NULL;1222400023;ayam-parting-kampung-25-up-frozen;NULL;NULL;8;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
915;Ayam Parting Marinasi Kampung 03-04 Frozen;NULL;NULL;frozen;NULL;1222500001;ayam-parting-marinasi-kampung-03-04-frozen;NULL;NULL;9;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
916;Ayam Parting Marinasi Kampung 04-05 Frozen;NULL;NULL;frozen;NULL;1222500002;ayam-parting-marinasi-kampung-04-05-frozen;NULL;NULL;9;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
917;Ayam Parting Marinasi Kampung 05-06 Frozen;NULL;NULL;frozen;NULL;1222500003;ayam-parting-marinasi-kampung-05-06-frozen;NULL;NULL;9;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
918;Ayam Parting Marinasi Kampung 06-07 Frozen;NULL;NULL;frozen;NULL;1222500004;ayam-parting-marinasi-kampung-06-07-frozen;NULL;NULL;9;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
919;Ayam Parting Marinasi Kampung 07-08 Frozen;NULL;NULL;frozen;NULL;1222500005;ayam-parting-marinasi-kampung-07-08-frozen;NULL;NULL;9;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
920;Ayam Parting Marinasi Kampung 08-09 Frozen;NULL;NULL;frozen;NULL;1222500006;ayam-parting-marinasi-kampung-08-09-frozen;NULL;NULL;9;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
921;Ayam Parting Marinasi Kampung 09-10 Frozen;NULL;NULL;frozen;NULL;1222500007;ayam-parting-marinasi-kampung-09-10-frozen;NULL;NULL;9;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
922;Ayam Parting Marinasi Kampung 10-11 Frozen;NULL;NULL;frozen;NULL;1222500008;ayam-parting-marinasi-kampung-10-11-frozen;NULL;NULL;9;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
923;Ayam Parting Marinasi Kampung 11-12 Frozen;NULL;NULL;frozen;NULL;1222500009;ayam-parting-marinasi-kampung-11-12-frozen;NULL;NULL;9;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
924;Ayam Parting Marinasi Kampung 12-13 Frozen;NULL;NULL;frozen;NULL;1222500010;ayam-parting-marinasi-kampung-12-13-frozen;NULL;NULL;9;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
925;Ayam Parting Marinasi Kampung 13-14 Frozen;NULL;NULL;frozen;NULL;1222500011;ayam-parting-marinasi-kampung-13-14-frozen;NULL;NULL;9;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
926;Ayam Parting Marinasi Kampung 14-15 Frozen;NULL;NULL;frozen;NULL;1222500012;ayam-parting-marinasi-kampung-14-15-frozen;NULL;NULL;9;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
927;Ayam Parting Marinasi Kampung 15-16 Frozen;NULL;NULL;frozen;NULL;1222500013;ayam-parting-marinasi-kampung-15-16-frozen;NULL;NULL;9;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
928;Ayam Parting Marinasi Kampung 16-17 Frozen;NULL;NULL;frozen;NULL;1222500014;ayam-parting-marinasi-kampung-16-17-frozen;NULL;NULL;9;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
929;Ayam Parting Marinasi Kampung 17-18 Frozen;NULL;NULL;frozen;NULL;1222500015;ayam-parting-marinasi-kampung-17-18-frozen;NULL;NULL;9;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
930;Ayam Parting Marinasi Kampung 18-19 Frozen;NULL;NULL;frozen;NULL;1222500016;ayam-parting-marinasi-kampung-18-19-frozen;NULL;NULL;9;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
931;Ayam Parting Marinasi Kampung 19-20 Frozen;NULL;NULL;frozen;NULL;1222500017;ayam-parting-marinasi-kampung-19-20-frozen;NULL;NULL;9;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
932;Ayam Parting Marinasi Kampung 20-21 Frozen;NULL;NULL;frozen;NULL;1222500018;ayam-parting-marinasi-kampung-20-21-frozen;NULL;NULL;9;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
933;Ayam Parting Marinasi Kampung 21-22 Frozen;NULL;NULL;frozen;NULL;1222500019;ayam-parting-marinasi-kampung-21-22-frozen;NULL;NULL;9;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
934;Ayam Parting Marinasi Kampung 22-23 Frozen;NULL;NULL;frozen;NULL;1222500020;ayam-parting-marinasi-kampung-22-23-frozen;NULL;NULL;9;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
935;Ayam Parting Marinasi Kampung 23-24 Frozen;NULL;NULL;frozen;NULL;1222500021;ayam-parting-marinasi-kampung-23-24-frozen;NULL;NULL;9;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
936;Ayam Parting Marinasi Kampung 24-25 Frozen;NULL;NULL;frozen;NULL;1222500022;ayam-parting-marinasi-kampung-24-25-frozen;NULL;NULL;9;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
937;Ayam Parting Marinasi Kampung 25 Up Frozen;NULL;NULL;frozen;NULL;1222500023;ayam-parting-marinasi-kampung-25-up-frozen;NULL;NULL;9;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
938;Boneless Dada Kulit Kampung Frozen;NULL;NULL;frozen;NULL;1222600001;boneless-dada-kulit-kampung-frozen;NULL;NULL;11;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
939;Boneless Dada Sayap Kampung Frozen;NULL;NULL;frozen;NULL;1222600002;boneless-dada-sayap-kampung-frozen;NULL;NULL;11;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
940;Boneless Dada Kampung Frozen;NULL;NULL;frozen;NULL;1222600003;boneless-dada-kampung-frozen;NULL;NULL;11;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
941;Boneless Paha Kulit Kampung Frozen;NULL;NULL;frozen;NULL;1222600004;boneless-paha-kulit-kampung-frozen;NULL;NULL;11;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
942;Boneless Paha Kampung Frozen;NULL;NULL;frozen;NULL;1222600005;boneless-paha-kampung-frozen;NULL;NULL;11;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
943;Dada Utuh Kampung Frozen;NULL;NULL;frozen;NULL;1222600006;dada-utuh-kampung-frozen;NULL;NULL;11;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
944;Daging Giling Dada Kampung Frozen;NULL;NULL;frozen;NULL;1222600007;daging-giling-dada-kampung-frozen;NULL;NULL;11;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
945;Daging Giling Paha Kampung Frozen;NULL;NULL;frozen;NULL;1222600008;daging-giling-paha-kampung-frozen;NULL;NULL;11;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
946;Daging Giling Mix Kampung Frozen;NULL;NULL;frozen;NULL;1222600009;daging-giling-mix-kampung-frozen;NULL;NULL;11;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
947;Fillet Kampung Frozen;NULL;NULL;frozen;NULL;1222600010;fillet-kampung-frozen;NULL;NULL;11;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
948;Paha Atas Kampung Frozen;NULL;NULL;frozen;NULL;1222600011;paha-atas-kampung-frozen;NULL;NULL;11;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
949;Paha Bawah Kampung Frozen;NULL;NULL;frozen;NULL;1222600012;paha-bawah-kampung-frozen;NULL;NULL;11;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
950;Paha Utuh Kampung Frozen;NULL;NULL;frozen;NULL;1222600013;paha-utuh-kampung-frozen;NULL;NULL;11;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
951;Sayap Tulip Kampung Frozen;NULL;NULL;frozen;NULL;1222600014;sayap-tulip-kampung-frozen;NULL;NULL;11;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
952;Sayap Kampung Frozen;NULL;NULL;frozen;NULL;1222600015;sayap-kampung-frozen;NULL;NULL;11;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
953;Triming Dada Kulit Kampung Frozen;NULL;NULL;frozen;NULL;1222600016;triming-dada-kulit-kampung-frozen;NULL;NULL;11;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
954;Triming Dada Kampung Frozen;NULL;NULL;frozen;NULL;1222600017;triming-dada-kampung-frozen;NULL;NULL;11;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
955;Triming Paha Kampung Frozen;NULL;NULL;frozen;NULL;1222600018;triming-paha-kampung-frozen;NULL;NULL;11;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
956;Triming Paha Kulit Kampung Frozen;NULL;NULL;frozen;NULL;1222600019;triming-paha-kulit-kampung-frozen;NULL;NULL;11;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
957;Kerongkong Kampung Frozen;NULL;NULL;frozen;NULL;1222700001;kerongkong-kampung-frozen;NULL;NULL;16;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
958;Kulit Kampung Frozen;NULL;NULL;frozen;NULL;1222700002;kulit-kampung-frozen;NULL;NULL;16;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
959;Lemak Kampung Frozen;NULL;NULL;frozen;NULL;1222700003;lemak-kampung-frozen;NULL;NULL;16;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
960;Punggung Kampung Frozen;NULL;NULL;frozen;NULL;1222700004;punggung-kampung-frozen;NULL;NULL;16;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
961;Sayap Cepet Kampung Frozen;NULL;NULL;frozen;NULL;1222700005;sayap-cepet-kampung-frozen;NULL;NULL;16;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
962;Triming Dada Lemak Kampung Frozen;NULL;NULL;frozen;NULL;1222700006;triming-dada-lemak-kampung-frozen;NULL;NULL;16;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
963;Triming Paha Lemak Kampung Frozen;NULL;NULL;frozen;NULL;1222700007;triming-paha-lemak-kampung-frozen;NULL;NULL;16;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
964;Tulang Dada Kampung Frozen;NULL;NULL;frozen;NULL;1222700008;tulang-dada-kampung-frozen;NULL;NULL;16;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
965;Tulang Leher Kampung Frozen;NULL;NULL;frozen;NULL;1222700009;tulang-leher-kampung-frozen;NULL;NULL;16;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
966;Tulang Paha Bawah Kampung Frozen;NULL;NULL;frozen;NULL;1222700010;tulang-paha-bawah-kampung-frozen;NULL;NULL;16;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
967;Tulang Paha Atas Kampung Frozen;NULL;NULL;frozen;NULL;1222700011;tulang-paha-atas-kampung-frozen;NULL;NULL;16;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
968;Tulang Paha Kampung Frozen;NULL;NULL;frozen;NULL;1222700012;tulang-paha-kampung-frozen;NULL;NULL;16;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
969;Tunggir Kampung Frozen;NULL;NULL;frozen;NULL;1222700013;tunggir-kampung-frozen;NULL;NULL;16;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
970;Sayap Memar Kampung Frozen;NULL;NULL;frozen;NULL;1222700014;sayap-memar-kampung-frozen;NULL;NULL;16;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
971;Ampela Kotor Kampung Frozen;NULL;NULL;frozen;NULL;1222810001;ampela-kotor-kampung-frozen;NULL;NULL;10;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
972;Ampela Bersih Kampung Frozen;NULL;NULL;frozen;NULL;1222810002;ampela-bersih-kampung-frozen;NULL;NULL;10;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
973;Hati Kampung Frozen;NULL;NULL;frozen;NULL;1222810003;hati-kampung-frozen;NULL;NULL;10;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
974;Hati Ampela Kotor Kampung Frozen;NULL;NULL;frozen;NULL;1222810004;hati-ampela-kotor-kampung-frozen;NULL;NULL;10;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
975;Hati Hancur Kampung Frozen;NULL;NULL;frozen;NULL;1222810005;hati-hancur-kampung-frozen;NULL;NULL;10;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
976;Lemak Ampla Kampung Frozen;NULL;NULL;frozen;NULL;1222810006;lemak-ampla-kampung-frozen;NULL;NULL;10;09/06/21 13.55;09/06/21 17.46;NULL;NULL;1
